Time;Person ID;Home X;Home Y
21170.0;229898101;4589799.344073718;5826340.296564284
21686.0;306071301;4589799.344073718;5826340.296564284
22919.0;320387001;4597549.742080273;5821666.818969878
23240.0;424899401;4597549.742080273;5821666.818969878
23661.0;202964301;4589799.344073718;5826340.296564284
26338.0;255611101;4603952.028232624;5820745.041927107
28577.0;216832701;4589799.344073718;5826340.296564284
31731.0;387639301;4589799.344073718;5826340.296564284
32074.0;412723001;4589799.344073718;5826340.296564284
32864.0;408402201;4606187.375786817;5809755.347241542
33083.0;338625901;4606187.375786817;5809755.347241542
33498.0;freight_566_44729-berlin;4603952.028232624;5820745.041927107
33555.0;292759601;4626101.880340344;5821538.13964766
34703.0;198923101;4599912.653035337;5825407.152654956
35134.0;413889801;4598266.0537585355;5821523.314429306
36482.0;64509501;4595186.951031798;5823595.906326099
36848.0;369503101;4599912.653035337;5825407.152654956
37007.0;381469401;4584176.001187645;5825929.580269651
37515.0;409137901;4591175.485874974;5815277.377502635
38312.0;223731001;4588132.791858893;5821386.100661931
38425.0;230006301;4588132.791858893;5821386.100661931
38848.0;95715501;4588132.791858893;5821386.100661931
38928.0;369227901;4588132.791858893;5821386.100661931
39168.0;409137901;4606187.375786817;5809755.347241542
39656.0;95177101;4590044.079064047;5821784.108252935
40771.0;341877201;4599912.653035337;5825407.152654956
40851.0;235043101;4586871.13245578;5819802.659265158
42753.0;334433601;4598266.0537585355;5821523.314429306
42867.0;193538901;4588409.010637118;5816372.716151643
43247.0;193197701;4591656.0656298;5824546.742583205
43880.0;388292801;4606187.375786817;5809755.347241542
44141.0;173659901;4603952.028232624;5820745.041927107
45249.0;322449601;4591175.485874974;5815277.377502635
46061.0;438965201;4588657.2472700095;5808457.439503875
46640.0;freight_2598_berlin-130736;4608535.984312654;5824922.726115958
46980.0;447334201;4589799.344073718;5826340.296564284
47213.0;150415201;4588647.45279976;5816228.683005461
47797.0;freight_2601_berlin-130736;4608535.984312654;5824922.726115958
48303.0;267313701;4661536.737207389;5823552.514309636
48383.0;151623801;4591656.0656298;5824546.742583205
48471.0;108419001;4596370.194542861;5821525.352387846
48703.0;373490801;4612712.078599223;5820700.718260317
48813.0;320387001;4589448.089826122;5815593.19695474
49292.0;310607701;4591175.485874974;5815277.377502635
49372.0;387869801;4563057.154448026;5805579.763943797
50271.0;281200501;4588132.791858893;5821386.100661931
50392.0;441753101;4588132.791858893;5821386.100661931
52169.0;357517401;4589208.016437821;5817793.184218817
52723.0;freight_626_44729-berlin;4610846.709004476;5818056.4636739865
52844.0;118898701;4601080.478795077;5821537.109916661
54418.0;257083601;4584176.001187645;5825929.580269651
54955.0;412068201;4603952.028232624;5820745.041927107
56124.0;406540101;4593617.972953135;5821905.629998511
56616.0;361857201;4601080.478795077;5821537.109916661
56696.0;438833701;4618136.426670839;5816082.447061924
58320.0;384876401;4626101.880340344;5821538.13964766
58749.0;362381301;4597984.213742814;5821494.051322858
58777.0;199257001;4622578.889962517;5823858.980913356
58909.0;4567801;4604555.839232867;5819365.779941503
59071.0;438833701;4659081.354724235;5735176.490740485
60269.0;488383301;4618136.426670839;5816082.447061924
60361.0;415934601;4610846.709004476;5818056.4636739865
60488.0;79687101;4599912.653035337;5825407.152654956
61242.0;267428801;4588132.791858893;5821386.100661931
62153.0;389716501;4588132.791858893;5821386.100661931
62747.0;52632601;4606187.375786817;5809755.347241542
62898.0;430148801;4591175.485874974;5815277.377502635
63511.0;347845301;4594745.8469928885;5820177.292732456
63890.0;407996401;4594217.402597422;5825250.484877051
64049.0;153111301;4570041.485294557;5790860.33226282
64089.0;271652801;4570041.485294557;5790860.33226282
64305.0;449167501;4570041.485294557;5790860.33226282
64478.0;409113801;4570041.485294557;5790860.33226282
65256.0;263142401;4597484.866184616;5823818.876784984
66379.0;108419001;4581297.91460234;5824634.338557826
66665.0;288029201;4596370.194542861;5821525.352387846
66744.0;95030601;4610419.8430909;5818119.707868929
67027.0;297975501;4610419.8430909;5818119.707868929
67295.0;242625401;4610419.8430909;5818119.707868929
67399.0;415434501;4610419.8430909;5818119.707868929
68112.0;488383301;4612712.078599223;5820700.718260317
68192.0;132990601;4617829.5673637865;5816194.400417194
68873.0;137587101;4606187.375786817;5809755.347241542
69072.0;152910601;4597984.213742814;5821494.051322858
69631.0;95030601;4612751.564334963;5822760.774948586
69711.0;434484701;4588657.2472700095;5808457.439503875
69932.0;189063701;4598795.451018044;5822376.8683327455
70908.0;386014401;4626101.880340344;5821538.13964766
71819.0;117731501;4577025.345935161;5822465.85399567
71908.0;429869101;4632366.210358276;5830504.43276574
72427.0;166492301;4632366.210358276;5830504.43276574
72914.0;250473601;4632366.210358276;5830504.43276574
73874.0;74750501;4632366.210358276;5830504.43276574
75698.0;418974201;4659081.354724235;5735176.490740485
76571.0;224309401;4597549.351193751;5821426.760838733
77559.0;291841101;4593617.972953135;5821905.629998511
77638.0;248234601;4597549.742080273;5821666.818969878
79260.0;362972801;4606187.375786817;5809755.347241542
81017.0;243421801;4586708.416334094;5839449.137437685
81775.0;387639301;4597854.6602240065;5809182.750554259
83479.0;231099901;4594217.402597422;5825250.484877051